Number,Konkani Word in Devnagiri,Konkani word in English alphabet,English Meaning,Context/usage in a sentence,Does the Devnagiri Spelling need correction? (Y/N),Does the meaning need correction? (Y/N),Corrected Devnagiri Spelling by user X,Corrected Devnagiri Spelling by user Y,Corrected English meaning by user X,Corrected English meaning by user Y
3478,,GaaLnee; Gaalnee,strainer,,,,,,,
3479,,gaantaanvche; gaanTaanvche,to catch hold of someone for a definite purpose,,,,,,,
3480,,GaaNTi; gaanti,Knot,,,,,,,
3481,,Gaanti गांटी,knot,,,,,,,
3482,,Gaanti गांटी = knot,,,,,,,,
3483,,Gabbo; gabbo,"tender bamboo, tender banana stem; tender banana stem",Correction from earlier bamboo,,,,,,
3484,,gairav laagcho,cobwebs,,,,,,,
3485,,Gal gali,when there is so much energy with people and the place is lively,,,,,,,
3486,,gaLche’n; galche’n,to leak,,,,,,,
3487,,gaLche’n = to leak (Ex naLuu gaLtaa - the tap leaks),,,,,,,,
3488,,Galgalee,Lively atmosphere,,,,,,,
3489,गल्गलि,Galgali; galgali,"lively; (of persons), lively, animated, also cheerful atmosphere prevailing amongst a group of people",,,,,,,
3490,,Galgalo,Gargle,,,,,,,
3491,,Galgaltaa,to shake to and fro,,,,,,,
3492,,GaLLaw; GalLaw,neck,,,,,,,
3493,,GaLphaas,choke,,,,,,,
3494,,Gammat korchi aaslaari haangaa borovnkaa,,,,,,,,
3495,,Gargar ghunvchen,to move in a circular direction,,,,,,,
3496,,gargle karee,,,,,,,,
3497,,Gawren'gley,,,,,,,,
3498,,GhaanT,Bell,,,,,,,
3499,,ghaasonche,to burden someone with some work,,,,,,,
3500,,ghaDiye ekfantaa,"time and again, continuously",,,,,,,
3501,,ghadye ekphanta,time and again,,,,,,,
3502,,Ghar bhhree bhonvtaa mullain vochoon basstaa.?sangaatee polovya?,,,,,,,,
3503,,ghasonche,to embroil someone,,,,,,,
3504,,GhoLche’n,"to work very hard, to work like a dog",,,,,,,
3505,,GhoLche’n = to work like a dog,,,,,,,,
3506,,GhoLche’n = to work very hard,,,,,,,,
3507,,ghooTaari,in secret,,,,,,,
3508,,Ghorenvchen; ghorenvchen,to snore,,,,,,,
3509,,Ghorke kadche,to snore,,,,,,,
3510,,GhoT bhari (not bhaari),,,,,,,,
3511,,GhoTa bhari,to rinse the mouth,,,,,,,
3512,,Ghotu,Ek ghoto udak one sip water,,,,,,,
3513,,GhoTu bharchaw; ghoTu bharchaw,to rinse the mouth,,,,,,,
3514,,GhoTu bhari,Rinse the mouth,Not same as gargle,,,,,,
3515,,GiDgiDanvchen,to guffaw or sqweal in laughter,,,,,,,
3516,,GiLLche’n,to swallow,,,,,,,
3517,,GiLLche’n = to swallow,,,,,,,,
3518,गindal,Gindal; gindal,Steel vaati; small glass,,,,,,,
3519,,girgitli vari bhaunta,,,,,,,,
3520,,Glass bhettunu choor choor jhallen,,,,,,,,
3521,,God God ulai,,,,,,,,
3522,,goDshE,sweet,,,,,,,
3523,,GolaanTee,somersault,,,,,,,
3524,,GolaanTee maarchi,to somersault,,,,,,,
3525,,GoLau’nche,to chew slowly,,,,,,,
3526,,GoLau’nche = to chew slowly,,,,,,,,
3527,,GoLawgoLaw kornu ullaitaa,speaks incoherently as after a paralytic stroke,,,,,,,
3528,,graachAraM; graacharaM,misfortune,,,,,,,
3529,,Gulabi,pink,,,,,,,
3530,,Gulgulau,"round small pot in which water is carried, an earthen pot where water is stored for drinking",,,,,,,
3531,,Gulgulli,Chubby,,,,,,,
3532,,GuLguuLee,smooth to touch,,,,,,,
3533,,GurDaNaw,"a stout, roly poly person",,,,,,,
3534,,gurdeno,baby food grinder,,,,,,,
3535,,gurtoo kornu ghenvcha,to befriend someone,,,,,,,
3536,,gurtoo zaanvcha,be an acquaintance,,,,,,,
3537,,gurtu kornu ghEnvcho,to befriend someone,,,,,,,
3538,,gurtu zaanvcho,to be an acquaintance,,,,,,,
3539,गुरू,guru,a male teacher,,,,,,,
3540,,guTTu bhair ghalchaw,to reveal a secret (usually someone else's secret),,,,,,,
3541,,guTTu bhair paLLaw,"the secret was revealed, not intentionally",,,,,,,
3542,,guTTu davarcho,keep a secret,,,,,,,
3543,,guttu korcha,to be secretive,,,,,,,
3544,,guTTu korchO,to keep a secret,,,,,,,
3545,,guTTu saangchaw,to share a secret,,,,,,,
3546,,haa’ngtaanuu ussaLee,Get Lost,,,,,,,
3547,,Haajje upraante,after this,,,,,,,
3548,,haanga paLe thai paLe,"to look here and there, to keep searching for something",,,,,,,
3549,,haanga thanu,,,,,,,,
3550,,haangaa thanyi,,,,,,,,
3551,,Haangaa Thayin kaslen kartaa,"being indecisive, not sure of doing something",,,,,,,
3552,,haanv fadcha zaallon,I am in deep trouble,,,,,,,
3553,,haanv nhanvey magaley mhallyari DOLEY HAVAN “ = no proper measurements just by looking at the ingredients and doing a little guess work and adding it to the dish,,,,,,,,
3554,,haanvsal phaavsal,haphazard,,,,,,,
3555,,haatta laaggi aaschE,,,,,,,,
3556,,haatta laaggi aaschə,to be of some help towards others,,,,,,,
3557,,Haatto aani gurdano,,,,,,,,
3558,,HagruNi yenvchi,a sudden impulse to do something,,,,,,,
3559,,Halai,Mix,,,,,,,
3560,,HaLde baNnu -हळदे बण्णु म्होणयेद वॅ❓🤔,,,,,,,,
3561,,"Hāṅ vhai Rahil, ka(ko)ṇākai kaslai trāsu jānvchā najj. Barēṅ jāllē tūvē sāṅgilēṁ",Ah yes Rahil. No one should be inconvenienced. It is good you said this.,,,,,,,
3562,,"Hāṅ vhai Rahil, ka(ko)ṇākai kaslai trāsu jānvchā najj. Barēṅ jāllē tūvē sāṅgilēṁ = Ah yes Rahil. No one should be inconvenienced. It is good you said this.",,,,,,,,
3563,,Hangthaavnu thayin thainthaavnu thayin,"rushing about here and there, without an aim or purpose",,,,,,,
3564,,hardya baav yena,,,,,,,,
3565,,Hee vaaT bhochi,,,,,,,,
3566,,Hee vaaT bhochi vaankDi vaankDi asa,,,,,,,,
3567,,HekkaDe tekkaDe,all around the place,,,,,,,
3568,,Heldikaak,before or beyond,,,,,,,
3569,,hərdə phuggyalə,to boast or show off,,,,,,,
3570,,Honni,title of respect (for elder brother's wife),,,,,,,
3571,,HoNo,chappals; for chappals,,,,,,,
3572,,hoom ATalI,to stop perspiring,,,,,,,
3573,,hossdu shabdu,,,,,,,,
3574,,hum aatli,to stop perspiring,,,,,,,
3575,,hum kaadtaa,to get difficult work done by any means,,,,,,,
3576,,hun hun sheet,steaming hot rice,,,,,,,
3577,,hun hun sheet vaallen,steaming hot rice,,,,,,,
3578,,hun udka ghotu,unwanted but unavoidable person,,,,,,,
3579,,Huna udka ghotu,A hot water sip that can neither be swallowed nor able to spit out,,,,,,,
3580,,Hunn hunnu udaak; hunn hunnu udaak,,,,,,,,
3581,,huskarun ghaalchen,to provoke or incite someone,,,,,,,
3582,,Idraari,ahead,,,,,,,
3583,,idraidraari zaallE,,,,,,,,
3584,,idraidraari zaallen,caught redhanded,,,,,,,
3585,,ithlochi,a tiny person,,,,,,,
3586,,ityak,,,,,,,,
3587,,jaagrata saangchi,beware of something,,,,,,,
3588,,Jaaisheelen,that what is desired,,,,,,,
3589,,Jaay mhoNu or Zaay mhoNu,"done on purpose, or purposely done",,,,,,,
3590,,jabaab,answer (from Hindi or Urdu),,,,,,,
3591,,Jabaab deena,doesnt answer,,,,,,,
3592,,jag unch togu korchE,,,,,,,,
3593,,jag uunch togu korchə,to upset something,,,,,,,
3594,,jagali,large covered verandah outside the sitting room,,,,,,,
3595,,jagraNan jaallə,,,,,,,,
3596,,Jamboyi; jamboyi,yawn,,,,,,,
3597,,janmadivasaa shuBhaashay,happy birthday,,,,,,,
3598,,jawaab,answer (Urdu),,,,,,,
3599,,Jay mhoNu kellen,done on purpose,,,,,,,
3600,,jhagjhagu,"shine, glitter",,,,,,,
3601,,Jibbeka haad na; Jibbeka haaD na,no control or restraint in ones talk or expression,,,,,,,
3602,,jiivu haattaantu dhevnu aaschə,to be mortally scared,,,,,,,
3603,,jirsali mirsaang,"someone who is shrewd, quick on the uptake",,,,,,,
3604,,jiv haattantu dhevnu aaschE,,,,,,,,
3605,,kaalsaaLo,having dark complexion,,,,,,,
3606,,Kaan bhorchen,to gossip and feed someone with bias,,,,,,,
3607,,kaan dig kellE,,,,,,,,
3608,,kaan diig kellə,to be curious about something,,,,,,,
3609,,Kaanaachi ruchi,"deciding upon something through hearsay, especially about some culinary dish",,,,,,,
3610,,KaaNi,stories,,,,,,,
3611,,KaaNi...kaNiyo,,,,,,,,
3612,,kaankaanak saangchə,tell whomsoever,,,,,,,
3613,,kaannaa ruchi,"men have kaannaa ruchi (if someone says some dish is very tasty, they will also think it is)",,,,,,,
3614,,KaaNu Udayilo,worthless person; a worthless person,,,,,,,
3615,,kaapal kan kan ta,,,,,,,,
3616,,kaarobar,business,,,,,,,
3617,,kaaryaanechi kornu daakonvche,to exemplify with one's action,,,,,,,
3618,,kaaryanechi kornu daakonvchE,,,,,,,,
3619,,kaattŏ,,,,,,,,
3620,,kaav chaLlau,smoking hot,,,,,,,
3621,,kaaylo hallaantu mellta,"to reap the fruit, to suffer for any bad deed done",,,,,,,
3622,,Kailato,chapati; for chapati,,,,,,,
3623,,Kalle,black,,,,,,,
3624,,Kallol,,,,,,,,
3625,,Kandi; kandi,Window,,,,,,,
3626,,kaNiyo,stories,,,,,,,
3627,,Kannaachi PaaLi,earlobe,,,,,,,
3628,,kannkan aayli,,,,,,,,
3629,,kanu uddayilen,useless or worthless thing,,,,,,,
3630,,Kapal kaN kaN ta,,,,,,,,
3631,,Kardo,,,,,,,,
3632,,Karta karta kaam saama Jaale,,,,,,,,
3633,,kartavya,"duty, obligation",,,,,,,
3634,,kashti marle,when pouring liquid from 1 cup /vessel to another sometimes the liquid slides down the side in a long strip,,,,,,,
3635,,kaslen karma,oh my Gosh!!!,,,,,,,
3636,,kaslyak,,,,,,,,
3637,,Kass marnu; KASS MARNU,wearing a 9 yards saree or a guy wearing a traditional dhoti by tucking a part of the cloth in the back; wearing a 9 yards saree or a traditional dhoti,,,,,,,
3638,,KavLigaa'n daaLu,a stack of nesting kavLigaas,,,,,,,
3639,,kawraantun kaaDche,,,,,,,,
3640,,kawraantun kaaDche?,,,,,,,,
3641,,kayam,"always, permanently",,,,,,,
3642,,Kaylo drishti,crows vision,,,,,,,
3643,,kednaai,,,,,,,,
3644,,Kedraunche,"to provoke or incite someone, to shout or shriek; to provoke or incite someone",,,,,,,
3645,,kelen,,,,,,,,
3646,,kesari,Orange,,,,,,,
3647,,kədnai,"always, all the time",,,,,,,
3648,,Khaaish jaallen,approved of or liked very much,,,,,,,
3649,,Khaaish or khaaishi jaallen,approved of or liked very much,,,,,,,
3650,,Khaish,"wish, desire, or request (Persian/Urdu origin)",,,,,,,
3651,,KhaLee खळी,,,,,,,,
3652,,Khambadkone Sheela paacchi's keeso BHornu haaso,book,,,,,,,
3653,,khaNakhaNi taaLO,a sharp resonant voice,,,,,,,
3654,,khankhani taala,a sharp resonant voice,,,,,,,
3655,,Khotte aatti,,,,,,,,
3656,,KhoTTya ATTi,broad Idli steamer; a broad Idli steamer,,,,,,,
3657,,KhoTTyaa aaTTi,,,,,,,,
3658,,Khushaale khabbari,good news,,,,,,,
3659,,khwaaish,,,,,,,,
3660,,killoNi,Hiccups,,,,,,,
3661,किंखुस्न कोर्चे'न,Kinkhusna korche'n,plotting behind one's back,,,,,,,
3662,,KirgaNo किरगणोॅ = long skirt,,,,,,,,
3663,,kitki,Window,,,,,,,
3664,,koden,,,,,,,,
3665,,kodu ulaita,bitter,,,,,,,
3666,,koNaak,,,,,,,,
3667,,koNkoNaak saangchE,,,,,,,,
3668,,KooDle,immediately,Kannada influence,,,,,,
3669,,Kooka,dry root vegetable; a dry root vegetable,,,,,,,
3670,,koronvchE,,,,,,,,
3671,,koti pranaam,,,,,,,,
3672,,Kshama korkaa,sorry,,,,,,,
3673,,Kudke,"break as in toy, heavier items like bucket, wooden",,,,,,,
3674,,kuler,spoon,,,,,,,
3675,,kuleroo; Kuleroo,spoon; Spoon,Portuguese origin,,,,,,
3676,,KuLLi,"very small, tiny",,,,,,,
3677,,kunvvaalen kaattorchen,,,,,,,,
3678,,kurtu bagguna; kurTu bagguna; kurTu baggUnA,that person doesn't make any effort to do it,,,,,,,
3679,,kusda,"snobbish, arrogant",,,,,,,
3680,,kusdo,,,,,,,,
3681,,kussalə,"snobbish, arrogant",,,,,,,
3682,,Kuvale kissuche,"talking big, to brag or boast",,,,,,,
3683,,Kuyyun kuyyun korchen,to whimper,,,,,,,
3684,,Laaggi yetan yetan,,,,,,,,
3685,,Laaggi yetan yetan makaa hoLLe gudde disle,,,,,,,,
3686,,lampa..ऽऽ,lamp,,,,,,,
3687,,Lashne boi,,,,,,,,
3688,,lataar pataar saamaanu; laTaar paTaar saamaanu,junk or scrap,,,,,,,
3689,,lenvchE,to lick,,,,,,,
3690,,lənvche,to lick,,,,,,,
3691,,Limbiyo,lime,,,,,,,
3692,,lolonchen,to drag out a task over a long time,,,,,,,
3693,,LOOti Dornakal,,,,,,,,
3694,,maad zadd,heavy clouds are moving,,,,,,,
3695,,maakka aaykunu haay zaallE,,,,,,,,
3696,,maakka aykunu haay zaallə,to be relieved of some stress or tension,,,,,,,
3697,,maaksheta,hesitate,,,,,,,
3698,,Maakshi,behind,,,,,,,
3699,,MaaLo,Loft,,,,,,,
3700,,maamu,maternal uncle,,,,,,,
3701,,Maana,"Honor, respect; nape of the neck (cervical area)",,,,,,,
3702,,Maarnu maarnu,,,,,,,,
3703,,Maarnu maarnu jivant maarle,,,,,,,,
3704,,maatte hun zaallE,,,,,,,,
3705,,maattə hun zaallə,when you are exasperated,,,,,,,
3706,,maatyaari ghevnu naanchche,to over praise someone unnecessarily,,,,,,,
3707,,maatyaavelə khaandyaari yenvche,when the burden is partially relieved,,,,,,,
3708,,maatyari ghevanu naanchchE,,,,,,,,
3709,,maatyavele khaandyari yenvchE,,,,,,,,
3710,,maavaal roop,soft pleasing countenance or expression,,,,,,,
3711,,maayastha,,,,,,,,
3712,,maeJa,a table,,,,,,,
3713,,mageri,"later, after",,,,,,,
3714,,makka aavaDlen; Makka aavaDlen,I liked it (from Marathi),,,,,,,
3715,,Makshi mukhaari,ahead and behind or earlier,,,,,,,
3716,,Mammamma,mamma's Amma (GSB term for grandmother),,,,,,,
3717,,Manaa,mind,,,,,,,
3718,,maryaadek une zaallə,to feel humiliated or disrespected,,,,,,,
3719,,maryada ek une jaallə,to feel humiliated or disrespected,,,,,,,
3720,,Maryada gondo,,,,,,,,
3721,,Masta masta khaan,,,,,,,,
3722,,MaunvLan; maunvLan,front hairline,,,,,,,
3723,,maushi/pacchi,mother's younger sister,,,,,,,
3724,,Mayastha asa,very affectionate or caring,,,,,,,
3725,,metmane / metpane,"latrine outside the house, toilet",,,,,,,
3726,,mevnNi,,,,,,,,
3727,,mevnNo,,,,,,,,
3728,,mhantu,paternal older uncle,,,,,,,
3729,,Mhantu's wife,mhave,,,,,,,
3730,,mhau,mother's older sister,,,,,,,
3731,,Millou,small chambu-like vessel,,,,,,,
3732,,mittaa agaru,Salt pan,,,,,,,
3733,,Moggaachi; moggaachi,lovable or loving,,,,,,,
3734,,MoggaN; Moggan; moggaN,"cute, adorable; Cute",adorable,,,,,,
3735,,Mogu,affection,,,,,,,
3736,,mone gelle ve,the pencil tip was broken,,,,,,,
3737,,mone(y) moNu gelle,"pencil needed sharpening, it was totally broken",,,,,,,
3738,,"mone(y) moNu gelle = pencil needed sharpening, it was totally broken",,,,,,,,
3739,,Muddaam kellen,done on purpose (Marathi),,,,,,,
3740,,Muddam,on purpose (North Kanara),,,,,,,
3741,,Muddam kellen,done on purpose,,,,,,,
3742,,Musuda aari maarle,hit on the jaw of the face,,,,,,,
3743,,Musudu,jaw of the face,,,,,,,
3744,,muyyaal,ticklish,,,,,,,
3745,,naak kharpile vaari zaallE,,,,,,,,
3746,,naakache turiyeri kopu,,,,,,,,
3747,,Naakkaasheelen,absolutely unwanted,,,,,,,
3748,,naank kharpiilə vaari zaallə,to be teased or embarrassed,,,,,,,
3749,,naanka niryo ghaalche,Showing dislike,,,,,,,
3750,,naaṅka niryo ghaalche,Showing dislike,,,,,,,
3751,,naanka taggoo toND mhallyeri kop yetta,Some people don't like if we tell them the bitter truth or point out their faults,,,,,,,
3752,,naaṅka taggu toṇḍ mhaḷyeri kop yettā,Some people don't like if we tell them the truth or find out their faults,,,,,,,
3753,,naanka turye kopu,short tempered,,,,,,,
3754,,naaṅka turye kopu,short tempered,,,,,,,
3755,,naankaachə turiyeri kopu,when someone easily gets angry,,,,,,,
3756,,naaṅkaane giTiyo taaṇ che,to struggle in doing something,,,,,,,
3757,,naankaaniryo ghaalche,Showing dislike,,,,,,,
3758,,naankane giTiyo taan che,how to translate it in English?,,,,,,,
3759,,naankaturye kopu,short tempered,,,,,,,
3760,,naankka tagu tond mhano naj,Some people don't like if we tell them the truth or find out their faults,,,,,,,
3761,,nashiib,destiny,,,,,,,
3762,,nasraaNi,Europeans; cheat or rogue,,,,,,,
3763,,need polnu gelli,when one is scared at his wit's end,,,,,,,
3764,,Nhanvche; nhanvche,To bathe,,,,,,,
3765,,nid poLnu gelli,,,,,,,,
3766,,nidaal roop,sleepy look,,,,,,,
3767,,nidaaL ruup,sleepy look,,,,,,,
3768,,Nimbuvo,lime,,,,,,,
3769,,nippat gori,a fair person,,,,,,,
3770,,Nishilya bhitthari nagdo,to reveal the unwanted,,,,,,,
3771,,Nishnemettu; nishnemettu,Staircase,,,,,,,
3772,,NitraaN Jaallen,"to be exhausted, feel weak",,,,,,,
3773,,Noleta baisare chickke!,,,,,,,,
3774,,ondu chooru kodi,a little,,,,,,,
3775,,Oogurbeppu,warm enough to dip one's nails (fingers),,,,,,,
3776,,paan podche,to beg and beseech of someone for some favour,,,,,,,
3777,,Paap,"lamenting, negative meaning, and in a positive sense (with affection)",,,,,,,
3778,,paathi makshi saangchen,behind one's back,,,,,,,
3779,,paathi mossnu kaam korchen,,,,,,,,
3780,,paavalaM,footprint,,,,,,,
3781,,paavlan,"footprint, out of place",,,,,,,
3782,,paay davvorukai jaago naa,,,,,,,,
3783,,paay podche; paay poDche,"literally also, to beg and beseech of someone for some favour; to beg and beseech of someone for some favour; to bow down to a God/Goddess/Swamiji",,,,,,,
3784,,paay urunvche,so crowded that there is no place to even keep the foot,,,,,,,
3785,,Pachve,green,,,,,,,
3786,,PaDta paDta,,,,,,,,
3787,,PaDta paDta pavsu kharchalo,,,,,,,,
3788,,pairi; Pairi,day before yesterday; day before,,,,,,,
3789,,PaLaitha,,,,,,,,
3790,,PaLaitha paLaitha tho poru budvanth Jaalo,,,,,,,,
3791,,Panchaaytika,gossip,,,,,,,
3792,,Panjamma,great grandmother,,,,,,,
3793,,Pappamma,paternal grandmother,,,,,,,
3794,,paraa’n,,,,,,,,
3795,,parmal; parmaL,a pleasant odour,,,,,,,
3796,,Parvathaa,to mumble,,,,,,,
3797,,Pateel पतील,,,,,,,,
3798,,pavsaadi hva,rainy atmosphere,,,,,,,
3799,,pavsaadi vaaren,rainy atmosphere,,,,,,,
3800,,pavsaadi valen,rainy atmosphere,,,,,,,
3801,,pencil chupa kari,make the tip of the pencil lead sharp,,,,,,,
3802,,peskAthi Dhaar kari,sharpening a knife,,,,,,,
3803,,pət bicchunu khaanvche,to eat beyond one's limit,,,,,,,
3804,,phaanti,hair braid,,,,,,,
3805,,phaati monu kaam korchə,to overwork,,,,,,,
3806,,phaatti maaksi saangchə,to say behind one's back,,,,,,,
3807,,phajiti korchi,to bring someone to the brink of trouble,,,,,,,
3808,,phaTonchen,to comfort someone,,,,,,,
3809,,Phuslaanvchen,to comfort someone,,,,,,,
3810,,Phuslaunchen,to comfort someone,,,,,,,
3811,,pijji,great grandparents,,,,,,,
3812,,pijjū,great grandparents,,,,,,,
3813,,pijjū = great grandparents,,,,,,,,
3814,,Pijo,great grandfather,,,,,,,
3815,,pingshe; Pingshe,cat eyes (green or blue); also used for hair color; cat eyes (green or blue); also for hair color,,,,,,,
3816,,pinn i yədenchi,"tiny, very small",,,,,,,
3817,,Pishi,,,,,,,,
3818,,Pishshen,idiocy,,,,,,,
3819,,Pishshen laaglya vaen,,,,,,,,
3820,,Pishshen laaglya vaen ?,,,,,,,,
3821,,Pishshen pangraunchen,"to be overpowered by senselessness or idiocy...being idiotic; to be overpowered by senselessness or idiocy, being idiotic",,,,,,,
3822,,pishyaari pallaan,gone crazy,,,,,,,
3823,,Pisrood,crazy person,,,,,,,
3824,,pitru,"a cup of cooked rice made on shraddha day, for making pindas",,,,,,,
3825,,pitt a baabə,useless person,,,,,,,
3826,,PivDaw,drunkard,,,,,,,
3827,,pivlein; Pivlein,yellow,,,,,,,
3828,,Polko पोॅलकोॅ = blouse,,,,,,,,
3829,,"Pollo, Polyari","cheeks, on the cheeks",,,,,,,
3830,,Porsunchen,to caress,,,,,,,
3831,,Pot bhar bharun aiyle,,,,,,,,
3832,,pot pindu taayi khaavchen,,,,,,,,
3833,,Potta dukar,literally means pregnant pig; used if anyone has stuffed himself/herself or if a suitcase is filled to the brim,,,,,,,
3834,,Prārthanā varg,,,,,,,,
3835,,punjajja,great granduncle,,,,,,,
3836,,purpuraw Janvchen; Purpuraw Janvchen,"to be fed up, tired",,,,,,,
3837,,raag taasnnu ullaita,,,,,,,,
3838,,raagu taannu ulaita,when someone speaks with a false note,,,,,,,
3839,,raagu taNNu ulaita,,,,,,,,
3840,,raakkunu boschə,to wait for something to happen,,,,,,,
3841,,raakunu boschE,,,,,,,,
3842,,raandayi,,,,,,,,
3843,,raaṅdayi,,,,,,,,
3844,,raandayi faavarli,the vegetable dish has become substantial,,,,,,,
3845,,raandyi phaavrali,the vegetable dish has become substantial,,,,,,,
3846,,Rajju राज्जू = Rope,,,,,,,,
3847,,rāṅdayi,,,,,,,,
3848,,rodonvche; roDonvche,"to make someone cry, to trouble someone; to make someone cry; to trouble someone",,,,,,,
3849,,RoDonvchen,"to make someone cry or be unhappy, trouble someone",,,,,,,
3850,,Ronkoonu CHoilen; ronkoonu CHoilen,to glare,,,,,,,
3851,,ronku nu choylen,to watch carefully,,,,,,,
3852,,rooppaavaz,facial features and contours of the face,,,,,,,
3853,,rumu rumu vaarə aaylen,a strong breeze flowing,,,,,,,
3854,,Ruppaavaz; ruppaavaz,"facial features, facial features and contours of the face",,,,,,,
3855,,saallaaring sollonun khaavkaan,,,,,,,,
3856,,Saangta saangta,,,,,,,,
3857,,Saangta saangta kaaNi ekai kabbari visarli,,,,,,,,
3858,,Saangta saangta......?,,,,,,,,
3859,,saangvan,a special wish asked of God,,,,,,,
3860,,saanvchen,,,,,,,,
3861,,saaranvche,"to spread something (e.g., on the floor, butter on bread)",,,,,,,
3862,,saarni kunto,"broom stick, handle of the broom",,,,,,,
3863,,sadduku,,,,,,,,
3864,,sagaLe gaavantu,,,,,,,,
3865,,sagaLe gaavantu ghuvnu ghuvnu daNu Jaallo,,,,,,,,
3866,,Sann sann pole,,,,,,,,
3867,,SaNNa Jaalen,to get a sudden flash of pain,,,,,,,
3868,,sater-pater saamanu,,,,,,,,
3869,,Saudta saudta soone pil idhur disle,,,,,,,,
3870,,Savat,Marathi influence,,,,,,,
3871,,shani sa makshi pall a,to be tormented or troubled,,,,,,,
3872,,shani saa maakshi paLLa,,,,,,,,
3873,,shanku phunkcho,,,,,,,,
3874,,sheen kaadta,,,,,,,,
3875,,sheen kaadtaa,to get difficult work done by any means,,,,,,,
3876,,SheJaar,Neighbor,,,,,,,
3877,,shəku vaachcho,"an idle person doing something useless or worthless, shouting from the roof top, announcing some news though was not his business, blowing one's own trumpet, to brag or boast",,,,,,,
3878,,shidki kepu,short tempered,,,,,,,
3879,,shidshidaanvche,,,,,,,,
3880,,shiile phaattaru,marble or granite,,,,,,,
3881,,shikovanu dinvchE,,,,,,,,
3882,,shikovnu divche,to influence someone,,,,,,,
3883,,shikpaanthu budhwanthu,academically brilliant,,,,,,,
3884,,shile faattaru,,,,,,,,
3885,,shiN kaaDta,,,,,,,,
3886,,shiN kADtA,,,,,,,,
3887,,Shirkunu paLLo; shirkunu paLLo,to be entangled in a problem or difficult situation (figuratively),,,,,,,
3888,,ShuBha dinam (or divasu),good day,,,,,,,
3889,,ShuBha raatri,good night,,,,,,,
3890,,Shudracho शुद्राचो = Scheduled Caste,,,,,,,,
3891,,solauvnu khaatta,to bother or trouble too much by one's talk,,,,,,,
3892,,sollonun khaatta,,,,,,,,
3893,,soLovanu khaatta,,,,,,,,
3894,,Solpa,a little bit,Kannada origin,,,,,,
3895,,somaLLay,warm,,,,,,,
3896,,South bhaavu,,,,,,,,
3897,,soyyeney kaalouncho phovu aani nasheebaaney melcho ghovu,with coconut you mix poha and with good fortune one gets a good husband,,,,,,,
3898,,Sudrancho,sheduled caste,,,,,,,
3899,,Sune bal halaita,Dog is shaking his tail / Dog wags his tail,,,,,,,
3900,,supraBhaatam,good morning,,,,,,,
3901,,surayi,also stores water in north India,,,,,,,
3902,,Surveka,before this,,,,,,,
3903,,Suttaapunnav सुत्तापुन्नव,"Raksha bandhan, festival where दार्ल्यानी फुळ्ळे वर्साचे जान्वे काणू नवॅ जान्वॅ घालचे परब",,,,,,,
3904,,"Suttaapunnav सुत्तापुन्नव = Raksha bandhan, festival where दार्ल्यानी फुळ्ळे वर्साचे जान्वे काणू नवॅ जान्वॅ घालचे परब",,,,,,,,
3905,,"Suttaapunnav सुत्तापुन्नव = Raksha bandhan, दार्ल्यानी फुळ्ळे वर्साचे जान्वे काणू नवॅ जान्वॅ घालचे परब",,,,,,,,
3906,,svalpa,a little (Kannada),,,,,,,
3907,,swalpa kodi,a little,,,,,,,
3908,,taajjakaai paasht,worse than that,,,,,,,
3909,,taajjakai paashT,,,,,,,,
3910,,taane maakka hum haadayli,,,,,,,,
3911,,taanen taakka mast radaylen,,,,,,,,
3912,,taanne maakka hum haaDayli,,,,,,,,
3913,,taannə maakka hum haadayli,really irritated,,,,,,,
3914,,Tagu; tagu,down,,,,,,,
3915,,tAjjAkai pAshTa,worse than that,,,,,,,
3916,,tappila; Tappila,mug; Mug used in bathroom; mug to take water from a baaldi (bucket),Used for scooping water,,,,,,
3917,,taup,"a taller, slimmer version of a kavLigaa",,,,,,,
3918,,tAvaLLI,"at that time, then",,,,,,,
3919,,Taw ek pisantu chi,,,,,,,,
3920,,TchaDiyo saangchyo; tchadiyo saangchyo,to tell tales about others,,,,,,,
3921,,TchaLonche'n; tchaLonche'n,to mock by imitating,,,,,,,
3922,,Tchur-tchuraw; tchur-tchuraw,regret,,,,,,,
3923,,Tchur-tchurev'nche; tchur-tchurev'nche,to express regret,,,,,,,
3924,,tebala..ऽऽ,table,,,,,,,
3925,,tepairi; Tepairi,a day before that (2 days back),,,,,,,
3926,,Teppairi,beyond day before yesterday,,,,,,,
3927,,Tepparaan,even beyond day after,,,,,,,
3928,,ThaL thaLee aassa,very smooth,,,,,,,
3929,,thalthali gori,very fair,,,,,,,
3930,,Tho turturi,,,,,,,,
3931,,Tho turturi dhanvlo,,,,,,,,
3932,,Thondaak shaeN Thhaapchen,to belittle oneself or do something shameful,,,,,,,
3933,,thulthuli matthe,a bald and fully shaved head,,,,,,,
3934,,"Thuntle, suut Thuntle","snapped like in sewing thread, wire",,,,,,,
3935,,Tighalehaalat,,,,,,,,
3936,,Tighalehaalat palun palun haanv beshudh jhalee,,,,,,,,
3937,,tiikshE,spicy,,,,,,,
3938,,tirgane chambu,drinking pot used by travellers to carry drinking water,,,,,,,
3939,,toD aamshe kellE,,,,,,,,
3940,,toD fuggounvchE,,,,,,,,
3941,,toDa aamshe kellə,when you are not agreeable for something,,,,,,,
